Pais,Tipo GINI,Ciudad,Ano,RazonD1-D10
Argentina,Urbano,Bahía Blanca,1990,--
Argentina,Urbano,Bahía Blanca,1994,--
Argentina,Urbano,Bahía Blanca,1999,--
Argentina,Urbano,Bahía Blanca,2002,36.46
Argentina,Urbano,Bahía Blanca,2005,64.06
Argentina,Urbano,Bahía Blanca,2010,28.48
Argentina,Urbano,Buenos Aires,1990,25.79
Argentina,Urbano,Buenos Aires,1994,27.16
Argentina,Urbano,Buenos Aires,1999,33.41
Argentina,Urbano,Buenos Aires,2002,56.10
Argentina,Urbano,Buenos Aires,2005,51.49
Argentina,Urbano,Buenos Aires,2010,32.07
Argentina,Urbano,Comodoro Rivadavia,1990,--
Argentina,Urbano,Comodoro Rivadavia,1994,33.75
Argentina,Urbano,Comodoro Rivadavia,1999,29.44
Argentina,Urbano,Comodoro Rivadavia,2002,55.85
Argentina,Urbano,Comodoro Rivadavia,2005,52.32
Argentina,Urbano,Comodoro Rivadavia,2010,39.68
Argentina,Urbano,Concordia,1990,--
Argentina,Urbano,Concordia,1994,--
Argentina,Urbano,Concordia,1999,42.61
Argentina,Urbano,Concordia,2002,61.21
Argentina,Urbano,Concordia,2005,46.31
Argentina,Urbano,Concordia,2010,39.01
Argentina,Urbano,Cordoba,1990,--
Argentina,Urbano,Cordoba,1994,30.98
Argentina,Urbano,Cordoba,1999,27.32
Argentina,Urbano,Cordoba,2002,39.45
Argentina,Urbano,Cordoba,2005,45.10
Argentina,Urbano,Cordoba,2010,30.03
Argentina,Urbano,Corrientes,1990,--
Argentina,Urbano,Corrientes,1994,--
Argentina,Urbano,Corrientes,1999,20.6
Argentina,Urbano,Corrientes,2002,30.338
Argentina,Urbano,Corrientes,2005,40.19
Argentina,Urbano,Corrientes,2010,34.01
Argentina,Urbano,Formosa,1990,--
Argentina,Urbano,Formosa,1994,--
Argentina,Urbano,Formosa,1999,32.82
Argentina,Urbano,Formosa,2002,33.42
Argentina,Urbano,Formosa,2005,22.05
Argentina,Urbano,Formosa,2010,19.69
Argentina,Urbano,Jujuy,1990,--
Argentina,Urbano,Jujuy,1994,23.84
Argentina,Urbano,Jujuy,1999,26.23
Argentina,Urbano,Jujuy,2002,32.87
Argentina,Urbano,Jujuy,2005,31.80
Argentina,Urbano,Jujuy,2010,25.00
Argentina,Urbano,La Plata,1990,--
Argentina,Urbano,La Plata,1994,--
Argentina,Urbano,La Plata,1999,29.49
Argentina,Urbano,La Plata,2002,26.31
Argentina,Urbano,La Plata,2005,37.27
Argentina,Urbano,La Plata,2010,29.72
Argentina,Urbano,La Rioja,1990,--
Argentina,Urbano,La Rioja,1994,--
Argentina,Urbano,La Rioja,1999,24.27
Argentina,Urbano,La Rioja,2002,30.15
Argentina,Urbano,La Rioja,2005,30.62
Argentina,Urbano,La Rioja,2010,16.96
Argentina,Urbano,Mar del Plata,1990,--
Argentina,Urbano,Mar del Plata,1994,--
Argentina,Urbano,Mar del Plata,1999,33.45
Argentina,Urbano,Mar del Plata,2002,34.00
Argentina,Urbano,Mar del Plata,2005,53.70
Argentina,Urbano,Mar del Plata,2010,28.29
Argentina,Urbano,Mendoza,1990,--
Argentina,Urbano,Mendoza,1994,27.47
Argentina,Urbano,Mendoza,1999,30.42
Argentina,Urbano,Mendoza,2002,35.05
Argentina,Urbano,Mendoza,2005,32.66
Argentina,Urbano,Mendoza,2010,22.20
Argentina,Urbano,Neuquén,1990,--
Argentina,Urbano,Neuquén,1994,37.4
Argentina,Urbano,Neuquén,1999,35.9
Argentina,Urbano,Neuquén,2002,47.2
Argentina,Urbano,Neuquén,2005,51.2
Argentina,Urbano,Neuquén,2010,64.9
Argentina,Urbano,Paraná,1990,--
Argentina,Urbano,Paraná,1994,20.4
Argentina,Urbano,Paraná,1999,33.3
Argentina,Urbano,Paraná,2002,36.4
Argentina,Urbano,Paraná,2005,29.8
Argentina,Urbano,Paraná,2010,25.9
Argentina,Urbano,Posadas,1990,--
Argentina,Urbano,Posadas,1994,--
Argentina,Urbano,Posadas,1999,42.08
Argentina,Urbano,Posadas,2002,32.51
Argentina,Urbano,Posadas,2005,30.56
Argentina,Urbano,Posadas,2010,31.31
Argentina,Urbano,Resistencia,1990,--
Argentina,Urbano,Resistencia,1994,26.85
Argentina,Urbano,Resistencia,1999,48.44
Argentina,Urbano,Resistencia,2002,41.21
Argentina,Urbano,Resistencia,2005,42.78
Argentina,Urbano,Resistencia,2010,24.94
Argentina,Urbano,Río Cuarto,1990,--
Argentina,Urbano,Río Cuarto,1994,--
Argentina,Urbano,Río Cuarto,1999,23.73
Argentina,Urbano,Río Cuarto,2002,53.06
Argentina,Urbano,Río Cuarto,2005,81.79
Argentina,Urbano,Río Cuarto,2010,39.08
Argentina,Urbano,Río Gallegos,1990,--
Argentina,Urbano,Río Gallegos,1994,15.40
Argentina,Urbano,Río Gallegos,1999,18.16
Argentina,Urbano,Río Gallegos,2002,22.46
Argentina,Urbano,Río Gallegos,2005,24.13
Argentina,Urbano,Río Gallegos,2010,28.70
Argentina,Urbano,Rosario,1990,--
Argentina,Urbano,Rosario,1994,22.39
Argentina,Urbano,Rosario,1999,18.88
Argentina,Urbano,Rosario,2002,33.73
Argentina,Urbano,Rosario,2005,41.30
Argentina,Urbano,Rosario,2010,34.47
Argentina,Urbano,Salta,1990,--
Argentina,Urbano,Salta,1994,20.45
Argentina,Urbano,Salta,1999,30.62
Argentina,Urbano,Salta,2002,56.07
Argentina,Urbano,Salta,2005,45.20
Argentina,Urbano,Salta,2010,29.93
Argentina,Urbano,San Fernando del Valle de Catamarca,1990,--
Argentina,Urbano,San Fernando del Valle de Catamarca,1994,22.56
Argentina,Urbano,San Fernando del Valle de Catamarca,1999,28.30
Argentina,Urbano,San Fernando del Valle de Catamarca,2002,34.77
Argentina,Urbano,San Fernando del Valle de Catamarca,2005,40.09
Argentina,Urbano,San Fernando del Valle de Catamarca,2010,25.80
Argentina,Urbano,San Juan,1990,--
Argentina,Urbano,San Juan,1994,19.82
Argentina,Urbano,San Juan,1999,31.03
Argentina,Urbano,San Juan,2002,25.19
Argentina,Urbano,San Juan,2005,36.84
Argentina,Urbano,San Juan,2010,27.47
Argentina,Urbano,San Luis,1990,--
Argentina,Urbano,San Luis,1994,26.61
Argentina,Urbano,San Luis,1999,26.17
Argentina,Urbano,San Luis,2002,43.19
Argentina,Urbano,San Luis,2005,23.19
Argentina,Urbano,San Luis,2010,23.23
Argentina,Urbano,Santa Fé,1990,--
Argentina,Urbano,Santa Fé,1994,19.67
Argentina,Urbano,Santa Fé,1999,23.42
Argentina,Urbano,Santa Fé,2002,41.12
Argentina,Urbano,Santa Fé,2005,52.18
Argentina,Urbano,Santa Fé,2010,23.02
Argentina,Urbano,Santa Rosa,1990,--
Argentina,Urbano,Santa Rosa,1994,17.41
Argentina,Urbano,Santa Rosa,1999,23.20
Argentina,Urbano,Santa Rosa,2002,54.59
Argentina,Urbano,Santa Rosa,2005,32.77
Argentina,Urbano,Santa Rosa,2010,28.97
Argentina,Urbano,Santiago del Estero,1990,--
Argentina,Urbano,Santiago del Estero,1994,23.39
Argentina,Urbano,Santiago del Estero,1999,20.53
Argentina,Urbano,Santiago del Estero,2002,30.14
Argentina,Urbano,Santiago del Estero,2005,36.52
Argentina,Urbano,Santiago del Estero,2010,19.75
Argentina,Urbano,Tucumán,1990,--
Argentina,Urbano,Tucumán,1994,29.60
Argentina,Urbano,Tucumán,1999,33.81
Argentina,Urbano,Tucumán,2002,56.61
Argentina,Urbano,Tucumán,2005,47.06
Argentina,Urbano,Tucumán,2010,29.43
Argentina,Urbano,Ushuaia,1990,--
Argentina,Urbano,Ushuaia,1994,24.66
Argentina,Urbano,Ushuaia,1999,29.52
Argentina,Urbano,Ushuaia,2002,43.71
Argentina,Urbano,Ushuaia,2005,43.74
Argentina,Urbano,Ushuaia,2010,32.83
Bolivia,Urbano,Cobija,1989,--
Bolivia,Urbano,Cobija,1994,--
Bolivia,Urbano,Cobija,1999,--
Bolivia,Urbano,Cobija,2004,18.12
Bolivia,Urbano,Cobija,2007,12.89
Bolivia,Urbano,Cochabamba,1989,35.68
Bolivia,Urbano,Cochabamba,1994,16.87
Bolivia,Urbano,Cochabamba,1999,13.32
Bolivia,Urbano,Cochabamba,2004,22.39
Bolivia,Urbano,Cochabamba,2007,26.05
Bolivia,Urbano,El Alto,1989,30.62
Bolivia,Urbano,El Alto,1994,15.39
Bolivia,Urbano,El Alto,1999,21.01
Bolivia,Urbano,El Alto,2004,11.80
Bolivia,Urbano,El Alto,2007,20.16
Bolivia,Urbano,La Paz,1989,46.22
Bolivia,Urbano,La Paz,1994,26.55
Bolivia,Urbano,La Paz,1999,58.46
Bolivia,Urbano,La Paz,2004,29.61
Bolivia,Urbano,La Paz,2007,34.08
Bolivia,Urbano,Oruro,1989,--
Bolivia,Urbano,Oruro,1994,19.22
Bolivia,Urbano,Oruro,1999,14.04
Bolivia,Urbano,Oruro,2004,18.93
Bolivia,Urbano,Oruro,2007,10.94
Bolivia,Urbano,Potosí,1989,38.46
Bolivia,Urbano,Potosí,1994,20.68
Bolivia,Urbano,Potosí,1999,17.63
Bolivia,Urbano,Potosí,2004,14.30
Bolivia,Urbano,Potosí,2007,25.02
Bolivia,Urbano,Santa Cruz,1989,40.70
Bolivia,Urbano,Santa Cruz,1994,22.82
Bolivia,Urbano,Santa Cruz,1999,17.69
Bolivia,Urbano,Santa Cruz,2004,21.51
Bolivia,Urbano,Santa Cruz,2007,26.86
Bolivia,Urbano,Sucre,1989,30.82
Bolivia,Urbano,Sucre,1994,24.47
Bolivia,Urbano,Sucre,1999,14.44
Bolivia,Urbano,Sucre,2004,22.72
Bolivia,Urbano,Sucre,2007,20.66
Bolivia,Urbano,Tarija,1989,31.52
Bolivia,Urbano,Tarija,1994,24.55
Bolivia,Urbano,Tarija,1999,9.82
Bolivia,Urbano,Tarija,2004,18.14
Bolivia,Urbano,Tarija,2007,14.98
Bolivia,Urbano,Trinidad,1989,50.25
Bolivia,Urbano,Trinidad,1994,10.79
Bolivia,Urbano,Trinidad,1999,19.43
Bolivia,Urbano,Trinidad,2004,17.94
Bolivia,Urbano,Trinidad,2007,15.77
Mexico,Urbano,Acapulco,1989,--
Mexico,Urbano,Acapulco,1994,--
Mexico,Urbano,Acapulco,2002,17.90
Mexico,Urbano,Acapulco,2005,20.62
Mexico,Urbano,Acapulco,2010,14.74
Mexico,Urbano,Aguascalientes,1989,--
Mexico,Urbano,Aguascalientes,1994,15.48
Mexico,Urbano,Aguascalientes,2002,15.16
Mexico,Urbano,Aguascalientes,2005,16.34
Mexico,Urbano,Aguascalientes,2010,12.36
Mexico,Urbano,Cancun,1989,--
Mexico,Urbano,Cancun,1994,--
Mexico,Urbano,Cancun,2002,13.99
Mexico,Urbano,Cancun,2005,12.81
Mexico,Urbano,Cancun,2010,15.23
Brasil,Urbano,Belem,1990,53.78
Brasil,Urbano,Belem,1993,64.01
Brasil,Urbano,Belem,1999,60.56
Brasil,Urbano,Belem,2003,51.87
Brasil,Urbano,Belem,2005,45.16
Brasil,Urbano,Belem,2009,35.37
Brasil,Urbano,Belo Horizonte,1990,63.39
Brasil,Urbano,Belo Horizonte,1993,57.81
Brasil,Urbano,Belo Horizonte,1999,64.94
Brasil,Urbano,Belo Horizonte,2003,55.37
Brasil,Urbano,Belo Horizonte,2005,49.94
Brasil,Urbano,Belo Horizonte,2009,44.01
Brasil,Urbano,Brasilia,1990,62.85
Brasil,Urbano,Brasilia,1993,81.45
Brasil,Urbano,Brasilia,1999,88.86
Brasil,Urbano,Brasilia,2003,121.75
Brasil,Urbano,Brasilia,2005,85.79
Brasil,Urbano,Brasilia,2009,88.62
Brasil,Urbano,Curitiba,1990,39.46
Brasil,Urbano,Curitiba,1993,49.17
Brasil,Urbano,Curitiba,1999,83.04
Brasil,Urbano,Curitiba,2003,50.40
Brasil,Urbano,Curitiba,2005,52.36
Brasil,Urbano,Curitiba,2009,88.62
Brasil,Urbano,Fortaleza,1990,58.87
Brasil,Urbano,Fortaleza,1993,59.11
Brasil,Urbano,Fortaleza,1999,71.48
Brasil,Urbano,Fortaleza,2003,62.38
Brasil,Urbano,Fortaleza,2005,59.68
Brasil,Urbano,Fortaleza,2009,54.21
Brasil,Urbano,Porto Alegre,1990,52.69
Brasil,Urbano,Porto Alegre,1993,53.95
Brasil,Urbano,Porto Alegre,1999,73.53
Brasil,Urbano,Porto Alegre,2003,61.78
Brasil,Urbano,Porto Alegre,2005,55.74
Brasil,Urbano,Porto Alegre,2009,39.65
Brasil,Urbano,Recife,1990,64.75
Brasil,Urbano,Recife,1993,103.60
Brasil,Urbano,Recife,1999,73.36
Brasil,Urbano,Recife,2003,99.89
Brasil,Urbano,Recife,2005,93.79
Brasil,Urbano,Recife,2009,63.43
Brasil,Urbano,Rio de Janeiro,1990,53.99
Brasil,Urbano,Rio de Janeiro,1993,54.05
Brasil,Urbano,Rio de Janeiro,1999,53.59
Brasil,Urbano,Rio de Janeiro,2003,56.98
Brasil,Urbano,Rio de Janeiro,2005,52.57
Brasil,Urbano,Rio de Janeiro,2009,51.51
Brasil,Urbano,Salvador,1990,114.65
Brasil,Urbano,Salvador,1993,113.60
Brasil,Urbano,Salvador,1999,96.68
Brasil,Urbano,Salvador,2003,103.69
Brasil,Urbano,Salvador,2005,64.24
Brasil,Urbano,Salvador,2009,63.63
Brasil,Urbano,Sao Paulo,1990,43.35
Brasil,Urbano,Sao Paulo,1993,49.14
Brasil,Urbano,Sao Paulo,1999,68.54
Brasil,Urbano,Sao Paulo,2003,79.53
Brasil,Urbano,Sao Paulo,2005,63.03
Brasil,Urbano,Sao Paulo,2009,40.91
Chile,Urbano,Ancud,1990,--
Chile,Urbano,Ancud,1994,--
Chile,Urbano,Ancud,2000,17.59
Chile,Urbano,Ancud,2003,17.74
Chile,Urbano,Ancud,2006,17.45
Chile,Urbano,Ancud,2009,11.84
Chile,Urbano,Angol,1990,39.82
Chile,Urbano,Angol,1994,19.77
Chile,Urbano,Angol,2000,30.40
Chile,Urbano,Angol,2003,18.34
Chile,Urbano,Angol,2006,23.97
Chile,Urbano,Angol,2009,40.07
Chile,Urbano,Antofagarasta,1990,27.61
Chile,Urbano,Antofagarasta,1994,21.08
Chile,Urbano,Antofagarasta,2000,35.88
Chile,Urbano,Antofagarasta,2003,15.37
Chile,Urbano,Antofagarasta,2006,12.29
Chile,Urbano,Antofagarasta,2009,10.85
Chile,Urbano,Arauco,1990,--
Chile,Urbano,Arauco,1994,28.66
Chile,Urbano,Arauco,2000,31.48
Chile,Urbano,Arauco,2003,21.17
Chile,Urbano,Arauco,2006,23.09
Chile,Urbano,Arauco,2009,28.08
Chile,Urbano,Arica,1990,19.78
Chile,Urbano,Arica,1994,29.09
Chile,Urbano,Arica,2000,29.20
Chile,Urbano,Arica,2003,20.55
Chile,Urbano,Arica,2006,11.88
Chile,Urbano,Arica,2009,19.70
Chile,Urbano,Buin,1990,14.06
Chile,Urbano,Buin,1994,9.46
Chile,Urbano,Buin,2000,24.82
Chile,Urbano,Buin,2003,20.63
Chile,Urbano,Buin,2006,12.71
Chile,Urbano,Buin,2009,12.42
Chile,Urbano,Calama,1990,35.28
Chile,Urbano,Calama,1994,28.69
Chile,Urbano,Calama,2000,14.91
Chile,Urbano,Calama,2003,23.17
Chile,Urbano,Calama,2006,16.93
Chile,Urbano,Calama,2009,14.43
Chile,Urbano,Castro,1990,20.88
Chile,Urbano,Castro,1994,29.21
Chile,Urbano,Castro,2000,8.18
Chile,Urbano,Castro,2003,15.11
Chile,Urbano,Castro,2006,14.08
Chile,Urbano,Castro,2009,12.53
Chile,Urbano,Cauquenes,1990,29.17
Chile,Urbano,Cauquenes,1994,30.69
Chile,Urbano,Cauquenes,2000,26.53
Chile,Urbano,Cauquenes,2003,14.87
Chile,Urbano,Cauquenes,2006,24.48
Chile,Urbano,Cauquenes,2009,25.12
Chile,Urbano,Chañaral,1990,28.52
Chile,Urbano,Chañaral,1994,14.41
Chile,Urbano,Chañaral,2000,22.47
Chile,Urbano,Chañaral,2003,26.04
Chile,Urbano,Chañaral,2006,21.84
Chile,Urbano,Chañaral,2009,47.25
Chile,Urbano,Chillán,1990,37.13
Chile,Urbano,Chillán,1994,18.54
Chile,Urbano,Chillán,2000,--
Chile,Urbano,Chillán,2003,25.16
Chile,Urbano,Chillán,2006,28.80
Chile,Urbano,Chillán,2009,13.75
Chile,Urbano,Colhaique,1990,26.16
Chile,Urbano,Colhaique,1994,29.90
Chile,Urbano,Colhaique,2000,19.31
Chile,Urbano,Colhaique,2003,33.33
Chile,Urbano,Colhaique,2006,18.00
Chile,Urbano,Colhaique,2009,41.59
Chile,Urbano,Colina,1990,9.72
Chile,Urbano,Colina,1994,13.37
Chile,Urbano,Colina,2000,21.12
Chile,Urbano,Colina,2003,10.99
Chile,Urbano,Colina,2006,23.15
Chile,Urbano,Colina,2009,12.33
Chile,Urbano,Concepción (Área Metropolitana),1990,31.99
Chile,Urbano,Concepción (Área Metropolitana),1994,28.43
Chile,Urbano,Concepción (Área Metropolitana),2000,19.88
Chile,Urbano,Concepción (Área Metropolitana),2003,34.41
Chile,Urbano,Concepción (Área Metropolitana),2006,24.44
Chile,Urbano,Concepción (Área Metropolitana),2009,22.12
Chile,Urbano,Constitución,1990,--
Chile,Urbano,Constitución,1994,23.83
Chile,Urbano,Constitución,2000,16.75
Chile,Urbano,Constitución,2003,8.08
Chile,Urbano,Constitución,2006,--
Chile,Urbano,Constitución,2009,19.92
Chile,Urbano,Copiapó,1990,25.83
Chile,Urbano,Copiapó,1994,20.09
Chile,Urbano,Copiapó,2000,25.66
Chile,Urbano,Copiapó,2003,21.02
Chile,Urbano,Copiapó,2006,17.96
Chile,Urbano,Copiapó,2009,22.10
Chile,Urbano,Coronel,1990,10.89
Chile,Urbano,Coronel,1994,25.16
Chile,Urbano,Coronel,2000,20.43
Chile,Urbano,Coronel,2003,17.04
Chile,Urbano,Coronel,2006,12.83
Chile,Urbano,Coronel,2009,20.89
Chile,Urbano,Curanilahue,1990,24.97
Chile,Urbano,Curanilahue,1994,23.56
Chile,Urbano,Curanilahue,2000,15.80
Chile,Urbano,Curanilahue,2003,17.77
Chile,Urbano,Curanilahue,2006,--
Chile,Urbano,Curanilahue,2009,7.84
Chile,Urbano,Curicó,1990,60.08
Chile,Urbano,Curicó,1994,92.42
Chile,Urbano,Curicó,2000,50.99
Chile,Urbano,Curicó,2003,19.86
Chile,Urbano,Curicó,2006,18.16
Chile,Urbano,Curicó,2009,30.66
Chile,Urbano,El Monte,1990,23.78
Chile,Urbano,El Monte,1994,19.00
Chile,Urbano,El Monte,2000,15.89
Chile,Urbano,El Monte,2003,26.09
Chile,Urbano,El Monte,2006,15.12
Chile,Urbano,El Monte,2009,14.73
Chile,Urbano,Graneros,1990,--
Chile,Urbano,Graneros,1994,--
Chile,Urbano,Graneros,2000,0.42
Chile,Urbano,Graneros,2003,0.43
Chile,Urbano,Graneros,2006,0.39
Chile,Urbano,Graneros,2009,0.36
Chile,Urbano,Illapel,1990,10.05
Chile,Urbano,Illapel,1994,20.48
Chile,Urbano,Illapel,2000,12.56
Chile,Urbano,Illapel,2003,11.91
Chile,Urbano,Illapel,2006,12.65
Chile,Urbano,Illapel,2009,8.54
Chile,Urbano,Iquique,1990,35.86
Chile,Urbano,Iquique,1994,19.25
Chile,Urbano,Iquique,2000,22.37
Chile,Urbano,Iquique,2003,18.17
Chile,Urbano,Iquique,2006,13.09
Chile,Urbano,Iquique,2009,16.75
Chile,Urbano,La Calera,1990,49.47
Chile,Urbano,La Calera,1994,16.53
Chile,Urbano,La Calera,2000,24.74
Chile,Urbano,La Calera,2003,21.77
Chile,Urbano,La Calera,2006,16.65
Chile,Urbano,La Calera,2009,14.66
Chile,Urbano,La Ligua,1990,--
Chile,Urbano,La Ligua,1994,20.04
Chile,Urbano,La Ligua,2000,23.63
Chile,Urbano,La Ligua,2003,17.63
Chile,Urbano,La Ligua,2006,21.19
Chile,Urbano,La Ligua,2009,10.16
Chile,Urbano,Lampa,1990,13.71
Chile,Urbano,Lampa,1994,17.29
Chile,Urbano,Lampa,2000,18.07
Chile,Urbano,Lampa,2003,15.23
Chile,Urbano,Lampa,2006,26.51
Chile,Urbano,Lampa,2009,16.23
Chile,Urbano,La Unión,1990,43.24
Chile,Urbano,La Unión,1994,69.19
Chile,Urbano,La Unión,2000,39.52
Chile,Urbano,La Unión,2003,17.50
Chile,Urbano,La Unión,2006,13.14
Chile,Urbano,La Unión,2009,19.86
Chile,Urbano,Lautaro,1990,--
Chile,Urbano,Lautaro,1994,--
Chile,Urbano,Lautaro,2000,45.80
Chile,Urbano,Lautaro,2003,22.44
Chile,Urbano,Lautaro,2006,35.84
Chile,Urbano,Lautaro,2009,14.59
Chile,Urbano,La Serena (Área Metropolitana),1990,35.56
Chile,Urbano,La Serena (Área Metropolitana),1994,24.87
Chile,Urbano,La Serena (Área Metropolitana),2000,25.96
Chile,Urbano,La Serena (Área Metropolitana),2003,57.10
Chile,Urbano,La Serena (Área Metropolitana),2006,17.12
Chile,Urbano,La Serena (Área Metropolitana),2009,22.33
Chile,Urbano,Lebu,1990,13.59
Chile,Urbano,Lebu,1994,16.83
Chile,Urbano,Lebu,2000,21.76
Chile,Urbano,Lebu,2003,30.86
Chile,Urbano,Lebu,2006,19.29
Chile,Urbano,Lebu,2009,8.73
Chile,Urbano,Linares,1990,21.68
Chile,Urbano,Linares,1994,27.74
Chile,Urbano,Linares,2000,37.38
Chile,Urbano,Linares,2003,30.06
Chile,Urbano,Linares,2006,25.88
Chile,Urbano,Linares,2009,17.77
Chile,Urbano,Los Andes,1990,40.28
Chile,Urbano,Los Andes,1994,22.35
Chile,Urbano,Los Andes,2000,28.41
Chile,Urbano,Los Andes,2003,25.24
Chile,Urbano,Los Andes,2006,--
Chile,Urbano,Los Andes,2009,18.65
Chile,Urbano,Los Angeles,1990,30.53
Chile,Urbano,Los Angeles,1994,35.73
Chile,Urbano,Los Angeles,2000,--
Chile,Urbano,Los Angeles,2003,20.17
Chile,Urbano,Los Angeles,2006,20.38
Chile,Urbano,Los Angeles,2009,26.01
Chile,Urbano,Los Vilos,1990,13.59
Chile,Urbano,Los Vilos,1994,18.60
Chile,Urbano,Los Vilos,2000,38.01
Chile,Urbano,Los Vilos,2003,14.23
Chile,Urbano,Los Vilos,2006,7.54
Chile,Urbano,Los Vilos,2009,15.53
Chile,Urbano,Lota,1990,12.36
Chile,Urbano,Lota,1994,17.50
Chile,Urbano,Lota,2000,13.49
Chile,Urbano,Lota,2003,12.96
Chile,Urbano,Lota,2006,--
Chile,Urbano,Lota,2009,11.65
Chile,Urbano,Machalí,1990,--
Chile,Urbano,Machalí,1994,--
Chile,Urbano,Machalí,2000,16.34
Chile,Urbano,Machalí,2003,19.51
Chile,Urbano,Machalí,2006,11.21
Chile,Urbano,Machalí,2009,26.39
Chile,Urbano,Mejillones,1990,19.36
Chile,Urbano,Mejillones,1994,31.60
Chile,Urbano,Mejillones,2000,25.76
Chile,Urbano,Mejillones,2003,18.48
Chile,Urbano,Mejillones,2006,12.60
Chile,Urbano,Mejillones,2009,8.35
Chile,Urbano,Melipilla,1990,16.43
Chile,Urbano,Melipilla,1994,13.33
Chile,Urbano,Melipilla,2000,29.70
Chile,Urbano,Melipilla,2003,37.21
Chile,Urbano,Melipilla,2006,13.99
Chile,Urbano,Melipilla,2009,17.02
Chile,Urbano,Molina,1990,--
Chile,Urbano,Molina,1994,17.50
Chile,Urbano,Molina,2000,15.29
Chile,Urbano,Molina,2003,13.99
Chile,Urbano,Molina,2006,18.74
Chile,Urbano,Molina,2009,36.69
Chile,Urbano,Mulchén,1990,9.85
Chile,Urbano,Mulchén,1994,10.44
Chile,Urbano,Mulchén,2000,25.45
Chile,Urbano,Mulchén,2003,24.74
Chile,Urbano,Mulchén,2006,--
Chile,Urbano,Mulchén,2009,13.48
Chile,Urbano,Nacimiento,1990,--
Chile,Urbano,Nacimiento,1994,92.72
Chile,Urbano,Nacimiento,2000,22.40
Chile,Urbano,Nacimiento,2003,15.52
Chile,Urbano,Nacimiento,2006,--
Chile,Urbano,Nacimiento,2009,11.11
Chile,Urbano,Osorno,1990,43.92
Chile,Urbano,Osorno,1994,25.45
Chile,Urbano,Osorno,2000,36.15
Chile,Urbano,Osorno,2003,25.15
Chile,Urbano,Osorno,2006,23.04
Chile,Urbano,Osorno,2009,13.55
Chile,Urbano,Ovalle,1990,24.33
Chile,Urbano,Ovalle,1994,14.88
Chile,Urbano,Ovalle,2000,43.54
Chile,Urbano,Ovalle,2003,25.58
Chile,Urbano,Ovalle,2006,13.26
Chile,Urbano,Ovalle,2009,11.07
Chile,Urbano,Padre Hurtado,1990,--
Chile,Urbano,Padre Hurtado,1994,11.04
Chile,Urbano,Padre Hurtado,2000,8.37
Chile,Urbano,Padre Hurtado,2003,26.79
Chile,Urbano,Padre Hurtado,2006,15.71
Chile,Urbano,Padre Hurtado,2009,14.91
Chile,Urbano,Paine,1990,12.21
Chile,Urbano,Paine,1994,23.14
Chile,Urbano,Paine,2000,16.97
Chile,Urbano,Paine,2003,20.67
Chile,Urbano,Paine,2006,20.63
Chile,Urbano,Paine,2009,16.60
Chile,Urbano,Parral,1990,30.05
Chile,Urbano,Parral,1994,30.35
Chile,Urbano,Parral,2000,21.24
Chile,Urbano,Parral,2003,27.96
Chile,Urbano,Parral,2006,14.07
Chile,Urbano,Parral,2009,24.85
Chile,Urbano,Peñaflor,1990,23.01
Chile,Urbano,Peñaflor,1994,19.75
Chile,Urbano,Peñaflor,2000,28.42
Chile,Urbano,Peñaflor,2003,19.23
Chile,Urbano,Peñaflor,2006,15.23
Chile,Urbano,Peñaflor,2009,22.00
Chile,Urbano,Puerto Montt,1990,24.44
Chile,Urbano,Puerto Montt,1994,29.11
Chile,Urbano,Puerto Montt,2000,22.73
Chile,Urbano,Puerto Montt,2003,22.75
Chile,Urbano,Puerto Montt,2006,25.02
Chile,Urbano,Puerto Montt,2009,23.00
Chile,Urbano,Puerto Varas,1990,76.09
Chile,Urbano,Puerto Varas,1994,81.04
Chile,Urbano,Puerto Varas,2000,47.97
Chile,Urbano,Puerto Varas,2003,23.42
Chile,Urbano,Puerto Varas,2006,17.11
Chile,Urbano,Puerto Varas,2009,32.47
Chile,Urbano,Punta Arenas,1990,27.73
Chile,Urbano,Punta Arenas,1994,13.53
Chile,Urbano,Punta Arenas,2000,44.12
Chile,Urbano,Punta Arenas,2003,24.77
Chile,Urbano,Punta Arenas,2006,12.39
Chile,Urbano,Punta Arenas,2009,22.61
Chile,Urbano,Quillota,1990,--
Chile,Urbano,Quillota,1994,17.10
Chile,Urbano,Quillota,2000,35.47
Chile,Urbano,Quillota,2003,17.61
Chile,Urbano,Quillota,2006,18.29
Chile,Urbano,Quillota,2009,15.62
Chile,Urbano,Rancagua,1990,36.95
Chile,Urbano,Rancagua,1994,--
Chile,Urbano,Rancagua,2000,20.22
Chile,Urbano,Rancagua,2003,--
Chile,Urbano,Rancagua,2006,31.59
Chile,Urbano,Rancagua,2009,19.20
Chile,Urbano,Rengo,1990,22.22
Chile,Urbano,Rengo,1994,32.31
Chile,Urbano,Rengo,2000,18.74
Chile,Urbano,Rengo,2003,17.90
Chile,Urbano,Rengo,2006,26.29
Chile,Urbano,Rengo,2009,11.71
Chile,Urbano,San Antonio,1990,21.29
Chile,Urbano,San Antonio,1994,19.25
Chile,Urbano,San Antonio,2000,25.06
Chile,Urbano,San Antonio,2003,21.17
Chile,Urbano,San Antonio,2006,26.31
Chile,Urbano,San Antonio,2009,20.17
Chile,Urbano,San Carlos,1990,19.54
Chile,Urbano,San Carlos,1994,23.77
