Pais,Tipo GINI,Ciudad,Ano,RazonD1-D10
Perú,Urbano,Cusco,2003,12.87
Perú,Urbano,Cusco,2006,15.89
Perú,Urbano,Cusco,2010,15.23
Perú,Urbano,Huancavelica,1999,--
Perú,Urbano,Huancavelica,2003,22.99
Perú,Urbano,Huancavelica,2006,13.74
Perú,Urbano,Huancavelica,2010,--
Perú,Urbano,Huancayo,1999,--
Perú,Urbano,Huancayo,2003,10.72
Perú,Urbano,Huancayo,2006,13.07
Perú,Urbano,Huancayo,2010,8.52
Perú,Urbano,Huanuco,1999,--
Perú,Urbano,Huanuco,2003,9.03
Perú,Urbano,Huanuco,2006,15.2
Perú,Urbano,Huanuco,2010,--
Perú,Urbano,Ica,1999,--
Perú,Urbano,Ica,2003,6.90
Perú,Urbano,Ica,2006,7.01
Perú,Urbano,Ica,2010,6.90
Perú,Urbano,Ilo,1999,--
Perú,Urbano,Ilo,2003,12.19
Perú,Urbano,Ilo,2006,19.24
Perú,Urbano,Ilo,2010,11.35
Perú,Urbano,Iquitos,1999,--
Perú,Urbano,Iquitos,2003,11.20
Perú,Urbano,Iquitos,2006,15.54
Perú,Urbano,Iquitos,2010,16.76
Perú,Urbano,Juliaca,1999,--
Perú,Urbano,Juliaca,2003,18.67
Perú,Urbano,Juliaca,2006,9.11
Perú,Urbano,Juliaca,2010,11.09
Perú,Urbano,Lapeca,1999,--
Perú,Urbano,Lapeca,2003,--
Perú,Urbano,Lapeca,2006,12.35
Perú,Urbano,Lapeca,2010,13.49
Perú,Urbano,Lima,1999,26.95
Perú,Urbano,Lima,2003,24.09
Perú,Urbano,Lima,2006,13.27
Perú,Urbano,Lima,2010,12.83
Perú,Urbano,Moquegua,1999,--
Perú,Urbano,Moquegua,2003,17.09
Perú,Urbano,Moquegua,2006,16.94
Perú,Urbano,Moquegua,2010,12.22
Perú,Urbano,Moyobamba,1999,--
Perú,Urbano,Moyobamba,2003,--
Perú,Urbano,Moyobamba,2006,16.41
Perú,Urbano,Moyobamba,2010,12.22
Perú,Urbano,Piura,1999,--
Perú,Urbano,Piura,2003,16.68
Perú,Urbano,Piura,2006,12.21
Perú,Urbano,Piura,2010,12.38
Perú,Urbano,Pucallpa,1999,--
Perú,Urbano,Pucallpa,2003,11.49
Perú,Urbano,Pucallpa,2006,9.50
Perú,Urbano,Pucallpa,2010,7.37
Perú,Urbano,Sullana,1999,--
Perú,Urbano,Sullana,2003,13.30
Perú,Urbano,Sullana,2006,8.72
Perú,Urbano,Sullana,2010,7.31
Perú,Urbano,Tacna,1999,--
Perú,Urbano,Tacna,2003,20.08
Perú,Urbano,Tacna,2006,12.30
Perú,Urbano,Tacna,2010,10.31
Perú,Urbano,Tambo Pata,1999,--
Perú,Urbano,Tambo Pata,2003,9.12
Perú,Urbano,Tambo Pata,2006,11.32
Perú,Urbano,Tambo Pata,2010,8.65
Perú,Urbano,Tarapoto,1999,--
Perú,Urbano,Tarapoto,2003,11.54
Perú,Urbano,Tarapoto,2006,16.82
Perú,Urbano,Tarapoto,2010,13.79
Perú,Urbano,Trujillo,1999,--
Perú,Urbano,Trujillo,2003,13.53
Perú,Urbano,Trujillo,2006,12.23
Perú,Urbano,Trujillo,2010,11.87
Perú,Urbano,Tumbes,1999,--
Perú,Urbano,Tumbes,2003,8.76
Perú,Urbano,Tumbes,2006,7.70
Perú,Urbano,Tumbes,2010,7.21
Uruguay,Urbano,Montevideo,1990,24.27
Uruguay,Urbano,Montevideo,1994,14.82
Uruguay,Urbano,Montevideo,1999,19.01
Uruguay,Urbano,Montevideo,2002,19.58
Uruguay,Urbano,Montevideo,2005,22.49
Uruguay,Urbano,Montevideo,2010,17.38
Venezuela (República Bolivariana de),Urbano,Caracas,1990,16.14
Venezuela (República Bolivariana de),Urbano,Caracas,1994,17.79
Venezuela (República Bolivariana de),Urbano,Caracas,1999,24.85
Venezuela (República Bolivariana de),Urbano,Caracas,2002,27.06
Venezuela (República Bolivariana de),Urbano,Caracas,2005,27.84
Venezuela (República Bolivariana de),Urbano,Caracas,2010,15.25
